"Revised  NEET-UG  Counselling Seats Allotment -2025 Round 3","","","","","","","","","","","","","","","",""
"Round 1","","","","","Round 2","","","","","Round 3","","","","","",""
"Rank","Allotted Quota","Allotted Institute","Course","Remarks","Allotted Quota","Allotted Institute","Course","Remarks","Allotted Quota","","Allotted Institute","Course","Alloted Category","candidate Category","option No.","Remarks"
"556556","Deemed/ Paid Seats Quota","SRM Katt. Dental College and Hospt. Chennai","BDS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"556641","-","-","-","-","Deemed/ Paid Seats Quota","Mahatma Gandhi Medical College, Pondicherry","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"556667","Deemed/ Paid Seats Quota","JSS Dental College, Mysuru","BDS","Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"556788","Deemed/ Paid Seats Quota","MM College of Dental Scie. and Res., Mullana","BDS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"556803","-","-","-","-","Deemed/ Paid Seats Quota","SRM Medical College and Hospital, Chennai","MBBS","Seat Surrendered","-","-","-","-","-","-","Did not fill up fresh choices.",""
"556805","Deemed/ Paid Seats Quota","BHAARATH MEDICAL COLLEGE AND HOSPITAL","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"556855","Deemed/ Paid Seats Quota","Meenakshi Medical College Hospital and Research Institute, Kanchipuram","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"556875","Deemed/ Paid Seats Quota","SRM Katt. Dental College and Hospt. Chennai","BDS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"556918","Deemed/ Paid Seats Quota","Shri Sathya Sai Medical College and Research Institute, Chennai","MBBS","Reported","Deemed/ Paid Seats Quota","ACS Medical College and Hospital, Chennai","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"556924","-","-","-","-","Deemed/ Paid Seats Quota","Mahatma Gandhi Medical College, Pondicherry","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"556993","Deemed/ Paid Seats Quota","Rural Dental College, Loni","BDS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"557025","Deemed/ Paid Seats Quota","Rural Dental College, Loni","BDS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"557117","Deemed/ Paid Seats Quota","JSS Dental College, Mysuru","BDS","Not Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"557153","All India","GMC Jangaon","MBBS","Not Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"557224","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","Mahatma Gandhi Missions Medical  College, Panvel,Gate No. 2, MGM Education Campus, Near Kalamboli Circle, Panvel, Raigad : 410209","MBBS","Open","General","4","Fresh Allotted in 3nd Round",""
"557365","Deemed/ Paid Seats Quota","BVDU Dental College and Hospital, Sangli","BDS","Reported","-","-","-","-","Deemed/ Paid Seats Quota","BV Deemed Uni. Med. College and Hos., Sangli,Sangli Miraj Road Wanlesswadi Sangli Maharashtra, Maharashtra, 416416","MBBS","Open","General","1","Upgraded",""
"557374","Deemed/ Paid Seats Quota","KLE VK Inst. of Dental Scie.
Belagavi","BDS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"557418","Deemed/ Paid Seats Quota","Chettinad Hos. and Res. Inst., Kancheepuram","MBBS","Not Reported","Deemed/ Paid Seats Quota","Mahatma Gandhi Medical College, Pondicherry","MBBS","Reported","-","-","-","-","-","-","No Upgradation",""
"557468","Non- Resident Indian","K.S Hegde Medical Academy, Mangaluru","MBBS","Not Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"557521","-","-","-","-","Deemed/ Paid Seats Quota","Meenakshi Medical College Hospital and Research Institute, Kanchipuram","MBBS","Not Reported","-","-","-","-","-","-","Not Allotted.",""
"557692","Deemed/ Paid Seats Quota","Chettinad Hos. and Res. Inst., Kancheepuram","MBBS","Not Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"557705","Deemed/ Paid Seats Quota","ACS Medical College and Hospital, Chennai","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"557723","All India","GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"557745","-","-","-","-","Deemed/ Paid Seats Quota","Shri Sathya Sai Medical College and Research Institute, Chennai","MBBS","Reported","Deemed/ Paid Seats Quota","Santosh Medical College and Hospital, Ghaziabad,No.1, Santosh Nagar, Ghaziabad, NCR Delhi, Uttar Pradesh, 201009","MBBS","Open","General","1","Upgraded",""
"557787","-","-","-","-","Deemed/ Paid Seats Quota","Vinayaka Missions Medical College and Hospital, Karaikal","MBBS","Not Reported","-","-","-","-","-","-","Did not fill up fresh choices.",""
"557889","Deemed/ Paid Seats Quota","K M Shah Dental Collegel, SumanDeep Vidyapeeth Vadodara","BDS","Not Reported","-","-","-","-","-","-","-","-","-","-","Not Allotted.",""
"557965","Deemed/ Paid Seats Quota","Mahatma Gandhi Medical College, Pondicherry","MBBS","Not Reported","-","-","-","-","-","-","-","-","-","-","Not Allotted.",""
"558109","Deemed/ Paid Seats Quota","Meenakshi Medical College Hospital and Research Institute, Kanchipuram","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"558138","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","Bharati Vidyapeeth DU Medical College,Dhankawadi, Pune-Satara Road, Pune, Maharashtra, 411043","MBBS","Open","General","4","Fresh Allotted in 3nd Round",""
"558253","Deemed/ Paid Seats Quota","Mahatma Gandhi Medical College, Pondicherry","MBBS","Reported","-","-","-","-","Deemed/ Paid Seats Quota","Bharati Vidyapeeth DU Medical College,Dhankawadi, Pune-Satara Road, Pune, Maharashtra, 411043","MBBS","Open","General","2","Upgraded",""
"558306","Employee s State Insurance Scheme( ESI)","Government Medical College and ESIC Hospital, Coimbatore","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"558495","-","-","-","-","Deemed/ Paid Seats Quota","VMKV Medical College and Hospital, Salem","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"558507","Deemed/ Paid Seats Quota","BVDU Dental College and Hospital, Sangli","BDS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"558530","-","-","-","-","Deemed/ Paid Seats Quota","SRM Medical College and Hospital, Chennai","MBBS","Not Reported","-","-","-","-","-","-","Did not fill up fresh choices.",""
"558573","Deemed/ Paid Seats Quota","Sree Balaji Medical College and Hospital, Chennai","MBBS","Reported","Deemed/ Paid Seats Quota","SRM Medical College and Hospital, Chennai","MBBS","Reported","-","-","-","-","-","-","No Upgradation",""
"558590","-","-","-","-","Deemed/ Paid Seats Quota","Meenakshi Medical College Hospital and Research Institute, Kanchipuram","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"558713","Deemed/ Paid Seats Quota","Meenakshi Ammal Dental College and Host., Chennai1","BDS","Reported","-","-","-","-","-","-","-","-","-","-","No Upgradation",""
"558734","-","-","-","-","Deemed/ Paid Seats Quota","BVDU Dental College and Hospital, Navi Mumbai","BDS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"558819","All India","Government Medical College, Mahabubangar","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"558831","Deemed/ Paid Seats Quota","Sharad Pawar Dental College and Hospital, Wardha","BDS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"558863","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","VELS MEDICAL COLLEGE & HOSPITAL,12-123, Velan
Nagar, Manjankaranai Village, Periyapalayam Road, Uthukottai Taluk, Tiruvallur Dist., Tamil Nadu, 601102","MBBS","Open","SC","1","Fresh Allotted in 3nd Round",""
"558864","Deemed/ Paid Seats Quota","Shri Sathya Sai Medical College and Research Institute, Chennai","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"558905","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","BV Deemed Uni. Med. College and Hos., Sangli,Sangli Miraj Road Wanlesswadi Sangli Maharashtra, Maharashtra, 416416","MBBS","Open","General","1","Fresh Allotted in 3nd Round",""
"558948","-","-","-","-","Deemed/ Paid Seats Quota","VMKV Medical College and Hospital, Salem","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"558977","Deemed/ Paid Seats Quota","Chettinad Hos. and Res. Inst., Kancheepuram","MBBS","Not Reported","-","-","-","-","Deemed/ Paid Seats Quota","SRM Medical College and Hospital, Chennai,SRM MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE, POTHERI, KATTANKULATHUR 603203, CHENGALPATTU DIST,,
Tamil Nadu, 603203","MBBS","Open","OBC","1","Fresh Allotted in 3nd Round",""
"559032","Non- Resident Indian","SYMBIOSIS MEDICAL COLLEGE FOR WOMEN
PUNE(Female Seat only )","MBBS","Not Reported","-","-","-","-","-","-","-","-","-","-","Not Allotted.",""
"559034","Non- Resident Indian","K.S Hegde Medical Academy, Mangaluru","MBBS","Reported","Non- Resident Indian","Kasturba Medical College, Manipal Univ., Manipal","MBBS","Seat Surrendered","Non- Resident Indian","Kasturba Medical College, Manipal Univ., Manipal,Madhav Nagar, Manipal, Karnataka State India, Karnataka, 576104","MBBS","Open","General","2","Fresh Allotted in 3nd Round( NRI Priority : 1 )",""
"559037","Deemed/ Paid Seats Quota","BVDU Dental College and Hospital, Sangli","BDS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"559050","Deemed/ Paid Seats Quota","Chettinad Hos. and Res. Inst., Kancheepuram","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"559095","Jain Minority Quota","SBKS Med. Inst. and Res.
Centre, Sumandeep Vidyapeeth","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"559167","-","-","-","-","Deemed/ Paid Seats Quota","BHAARATH MEDICAL COLLEGE AND HOSPITAL","MBBS","Not Reported","-","-","-","-","-","-","Did not fill up fresh choices.",""
"559238","Deemed/ Paid Seats Quota","Sri Siddhartha DentalCollege, Tumkur","BDS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"559245","Deemed/ Paid Seats Quota","ACS Medical College and Hospital, Chennai","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"559370","All India","NILRATAN SIRKAR MEDICAL COLLEGE, KOLKATA","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"559394","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","VELS MEDICAL COLLEGE & HOSPITAL,12-123, Velan
Nagar, Manjankaranai Village, Periyapalayam Road, Uthukottai Taluk, Tiruvallur Dist., Tamil Nadu, 601102","MBBS","Open","General","2","Fresh Allotted in 3nd Round",""
"559497","Deemed/ Paid Seats Quota","Sree Balaji Dental College and Hospital, Chennai","BDS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"559518","Deemed/ Paid Seats Quota","Mahatma Gandhi Medical College, Pondicherry","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"559522","Deemed/ Paid Seats Quota","ACS Medical College and Hospital, Chennai","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"559542","-","-","-","-","All India","SWAMI RAMANAND TiRTH RURAL M.C,AMBAJOGAI","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"559650","Deemed/ Paid Seats Quota","Mahatma Gandhi Medical College, Pondicherry","MBBS","Not Reported","-","-","-","-","-","-","-","-","-","-","Not Allotted.",""
"559786","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","Bharati Vidyapeeth DU Medical College,Dhankawadi, Pune-Satara Road, Pune, Maharashtra, 411043","MBBS","Open","General","2","Fresh Allotted in 3nd Round",""
"559787","Deemed/ Paid Seats Quota","JSS Dental College, Mysuru","BDS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"559789","Deemed/ Paid Seats Quota","Indira Gandhi Institute of Dental Sciences, Pondicherry","BDS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"559790","Deemed/ Paid Seats Quota","Mahatma Gandhi Medical College, Pondicherry","MBBS","Not Reported","-","-","-","-","Deemed/ Paid Seats Quota","Bharati Vidyapeeth DU Medical College,Dhankawadi, Pune-Satara Road, Pune, Maharashtra, 411043","MBBS","Open","General","1","Fresh Allotted in 3nd Round",""
"559897","Deemed/ Paid Seats Quota","Shri Sathya Sai Medical College and Research Institute, Chennai","MBBS","Not Reported","Deemed/ Paid Seats Quota","VMKV Medical College and Hospital, Salem","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"559918","Deemed/ Paid Seats Quota","Meenakshi Ammal Dental College and Host., Chennai1","BDS","Reported","-","-","-","-","-","-","-","-","-","-","No Upgradation",""
"559960","Deemed/ Paid Seats Quota","Malla Reddy Dental College For Women, Hyderabad(Female Seat only
)","BDS","Not Reported","Deemed/ Paid Seats Quota","KLE VK Inst. of Dental Scie. Belagavi","BDS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"560036","Deemed/ Paid Seats Quota","Shri Sathya Sai Medical College and Research Institute, Chennai","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"560054","-","-","-","-","Deemed/ Paid Seats Quota","Meenakshi Medical College Hospital and Research Institute, Kanchipuram","MBBS","Reported","Deemed/ Paid Seats Quota","VELS MEDICAL COLLEGE & HOSPITAL,12-123, Velan
Nagar, Manjankaranai Village, Periyapalayam Road, Uthukottai Taluk, Tiruvallur Dist., Tamil Nadu, 601102","MBBS","Open","OBC","1","Upgraded",""
"560103","-","-","-","-","Deemed/ Paid Seats Quota","VMKV Medical College and Hospital, Salem","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"560177","Deemed/ Paid Seats Quota","BVDU Dental College and Hospital, Navi Mumbai","BDS","Reported","-","-","-","-","Deemed/ Paid Seats Quota","Dr. DY Patil Dental College and Hosp. Navi Mumbai,Dr. D.
Y. Patil Vidyanagar, Sector 7, Nerul, Navi Mumbai, Maharashtra, 400706","BDS","Open","General","1","Upgraded",""
"560207","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","Graphic Era Institute Of Medical Science,Graphic Era Institute of Medical Sciences 16th Milestone Chakrata Road Dehradun
Uttarakhand, Uttarakhand, 248007","MBBS","Open","General","179","Fresh Allotted in 3nd Round",""
"560233","-","-","-","-","Deemed/ Paid Seats Quota","SRM Medical College and Hospital, Chennai","MBBS","Not Reported","-","-","-","-","-","-","Did not fill up fresh choices.",""
"560486","Deemed/ Paid Seats Quota","Chettinad Hos. and Res. Inst., Kancheepuram","MBBS","Not Reported","Deemed/ Paid Seats Quota","SRM Medical College and Hospital, Chennai","MBBS","Reported","-","-","-","-","-","-","Did not fill up fresh choices.",""
"560494","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","Malla Reddy Medical College for Women, Hyderabad,Suraram X Roads Jeedimetla Hyderabad, Telangana, 500055 (Female Seat only )","MBBS","Open","OBC","13","Fresh Allotted in 3nd Round",""
"560581","Deemed/ Paid Seats Quota","Mahatma Gandhi Medical College, Pondicherry","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"560596","Non- Resident Indian","K.S Hegde Medical Academy, Mangaluru","MBBS","Not Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"560625","Deemed/ Paid Seats Quota","BVDU Dental College and Hospital, Navi Mumbai","BDS","Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"560630","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","Mahatma Gandhi Medical College, Pondicherry,SBV Pondicherry Campus, Pillaiyarkuppam, Puducherry, 607402","MBBS","Open","General","1","Fresh Allotted in 3nd Round",""
"560786","Deemed/ Paid Seats Quota","VMS Dental College, Salem","BDS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"560787","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","Krishna Inst. of Med. Scie., Karad,KARAD, DIST. SATARA (MAHARASHTRA STATE).,
Maharashtra, 415110","MBBS","Open","General","64","Fresh Allotted in 3nd Round",""
"560848","Deemed/ Paid Seats Quota","Chettinad Hos. and Res. Inst., Kancheepuram","MBBS","Reported","Deemed/ Paid Seats Quota","SRM Medical College and Hospital, Chennai","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"560889","Deemed/ Paid Seats Quota","SRM Katt. Dental College and Hospt. Chennai","BDS","Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"560904","All India","Bangalore Medical College and Research Institute","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"561036","Deemed/ Paid Seats Quota","Shri Sathya Sai Medical College and Research Institute, Chennai","MBBS","Not Reported","-","-","-","-","-","-","-","-","-","-","Not Allotted.",""
"561097","All India","GMC DAUSA RAJASTHAN","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"561130","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","Graphic Era Institute Of Medical Science,Graphic Era Institute of Medical Sciences 16th Milestone Chakrata Road Dehradun
Uttarakhand, Uttarakhand, 248007","MBBS","Open","General","5","Fresh Allotted in 3nd Round",""
"561193","Deemed/ Paid Seats Quota","Mahatma Gandhi Medical College, Pondicherry","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"561226","Deemed/ Paid Seats Quota","Mahatma Gandhi Medical College, Pondicherry","MBBS","Seat Surrendered","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"561271","Deemed/ Paid Seats Quota","Shri Sathya Sai Medical College and Research Institute, Chennai","MBBS","Not Reported","-","-","-","-","-","-","-","-","-","-","Not Allotted.",""
"561315","Deemed/ Paid Seats Quota","Aarupadai Veedu Medical College and Hospt., Puducherry","MBBS","Not Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"561365","Deemed/ Paid Seats Quota","Mahatma Gandhi Medical College, Pondicherry","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"561372","Deemed/ Paid Seats Quota","Shri Sathya Sai Medical College and Research Institute, Chennai","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"561388","Deemed/ Paid Seats Quota","SRM Katt. Dental College and Hospt. Chennai","BDS","Not Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"561407","Deemed/ Paid Seats Quota","Chettinad Hos. and Res. Inst., Kancheepuram","MBBS","Not Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"561413","Deemed/ Paid Seats Quota","BVDU Dental College and Hospital, Navi Mumbai","BDS","Reported","Deemed/ Paid Seats Quota","Bharati Vidyapeeth DU Dental College and Hospt., Pune","BDS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"561416","-","-","-","-","Deemed/ Paid Seats Quota","Bharati Vidyapeeth DU Dental College and Hospt., Pune","BDS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"561428","Deemed/ Paid Seats Quota","Shri Sathya Sai Medical College and Research Institute, Chennai","MBBS","Seat Surrendered","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"561462","-","-","-","-","Deemed/ Paid Seats Quota","SRM Medical College and Hospital, Chennai","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"561616","Deemed/ Paid Seats Quota","Aarupadai Veedu Medical College and Hospt., Puducherry","MBBS","Not Reported","Deemed/ Paid Seats Quota","VMKV Medical College and Hospital, Salem","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"561627","Deemed/ Paid Seats Quota","Mahatma Gandhi Medical College, Pondicherry","MBBS","Seat Surrendered","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"561821","Deemed/ Paid Seats Quota","Mahatma Gandhi Medical College, Pondicherry","MBBS","Not Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"561872","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","JLN Medical College, Datta Meghe, Wardha,Sawangi (Meghe), Wardha, Maharashtra State,India, Maharashtra, 442107","MBBS","Open","SC","11","Fresh Allotted in 3nd Round",""
"561978","Deemed/ Paid Seats Quota","J  R MEDICAL COLLEGE AND HOSPITAL, TAMIL NADU","MBBS","Not Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"562006","Deemed/ Paid Seats Quota","ACS Medical College and Hospital, Chennai","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"562039","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","GITAM Institue of Med. Sce. and Res., Visakhapatnam,Gandhi Institute of Technology and Management (GITAM), Rushikonda, Visakhapatnam, Andhra Pradesh, 530045","MBBS","Open","General","4","Fresh Allotted in 3nd Round",""
"562042","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","Malla Reddy Medical College for Women, Hyderabad,Suraram X Roads Jeedimetla Hyderabad, Telangana, 500055 (Female Seat only )","MBBS","Open","OBC","1","Fresh Allotted in 3nd Round",""
"562053","Deemed/ Paid Seats Quota","Santosh Dental College and Hospital, Ghaziabad","BDS","Not Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"562094","Deemed/ Paid Seats Quota","Mahatma Gandhi Medical College, Pondicherry","MBBS","Reported","Deemed/ Paid Seats Quota","SRM Medical College and Hospital, Chennai","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"562153","Deemed/ Paid Seats Quota","Rural Dental College, Loni","BDS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"562173","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","Santosh Medical College and Hospital, Ghaziabad,No.1, Santosh Nagar, Ghaziabad, NCR Delhi, Uttar Pradesh, 201009","MBBS","Open","SC","1","Fresh Allotted in 3nd Round",""
"562212","Deemed/ Paid Seats Quota","SRM Katt. Dental College and Hospt. Chennai","BDS","Seat Surrendered","Deemed/ Paid Seats Quota","SRM Medical College and Hospital, Chennai","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"562255","Deemed/ Paid Seats Quota","Sri Lakshmi Narayana Inst. of Med. Scien., Puducherry","MBBS","Reported","Deemed/ Paid Seats Quota","Vinayaka Missions Medical College and Hospital, Karaikal","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"562310","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","Malla Reddy Medical College for Women, Hyderabad,Suraram X Roads Jeedimetla Hyderabad, Telangana, 500055 (Female Seat only )","MBBS","Open","OBC","14","Fresh Allotted in 3nd Round",""
"562361","Deemed/ Paid Seats Quota","ACS Medical College and Hospital, Chennai","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"562389","Deemed/ Paid Seats Quota","JSS Dental College, Mysuru","BDS","Not Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"562423","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","SRM Medical College and Hospital, Chennai,SRM MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE, POTHERI, KATTANKULATHUR 603203, CHENGALPATTU DIST,,
Tamil Nadu, 603203","MBBS","Open","OBC","4","Fresh Allotted in 3nd Round",""
"562447","Deemed/ Paid Seats Quota","Malla Reddy Institute of Dental Sciences, Hyderabad","BDS","Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"562475","Deemed/ Paid Seats Quota","BHAARATH MEDICAL COLLEGE AND HOSPITAL","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"562521","-","-","-","-","-","-","-","-","Non- Resident Indian","Raja Rajeswari Medical College Bengaluru,202, Kambipura, Bengaluru  Mysuru High Way,Kengeri Hobli, Bangalore, Karnataka, Karnataka, 560074","MBBS","Open","OBC","2","Fresh Allotted in 3nd Round( NRI Priority : 2 )",""
"562542","Muslim Minority Quota","Yenepoya Dental College, Yenepoya","BDS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"562583","-","-","-","-","Deemed/ Paid Seats Quota","Meenakshi Medical College Hospital and Research Institute, Kanchipuram","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"562604","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","Sree Balaji Dental College and Hospital, Chennai,Velachery Main Road, Narayanapuram, Pallikaranai, Chennai - 600 100, Tamil Nadu, 600100","BDS","Open","OBC","482","Fresh Allotted in 3nd Round",""
"562657","Deemed/ Paid Seats Quota","Sree Balaji Medical College and Hospital, Chennai","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","No Upgradation",""
"562666","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","GITAM Institue of Med. Sce. and Res., Visakhapatnam,Gandhi Institute of Technology and Management (GITAM), Rushikonda, Visakhapatnam, Andhra Pradesh, 530045","MBBS","Open","General","4","Fresh Allotted in 3nd Round",""
"562678","Deemed/ Paid Seats Quota","ACS Medical College and Hospital, Chennai","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"562789","-","-","-","-","Deemed/ Paid Seats Quota","VMKV Medical College and Hospital, Salem","MBBS","Not Reported","-","-","-","-","-","-","Did not fill up fresh choices.",""
"562904","-","-","-","-","Deemed/ Paid Seats Quota","Sree Balaji Dental College and Hospital, Chennai","BDS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"562936","Deemed/ Paid Seats Quota","Mahatma Gandhi Medical College, Pondicherry","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"562999","Deemed/ Paid Seats Quota","ACS Medical College and Hospital, Chennai","MBBS","Reported","-","-","-","-","Deemed/ Paid Seats Quota","BV Deemed Uni. Med. College and Hos., Sangli,Sangli Miraj Road Wanlesswadi Sangli Maharashtra, Maharashtra, 416416","MBBS","Open","General","1","Upgraded",""
"563010","-","-","-","-","-","-","-","-","Employee s State Insurance Scheme( ESI)","ESIC Medical College and Hospital,Ludhiana,Bharat Nagar Chowk,Ludhiana","MBBS","ST","ST","4","Fresh Allotted in 3nd Round",""
"563070","Deemed/ Paid Seats Quota","Rural Dental College, Loni","BDS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"563098","Deemed/ Paid Seats Quota","ACS Medical College and Hospital, Chennai","MBBS","Reported","-","-","-","-","Deemed/ Paid Seats Quota","DATTA MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR,Hinaga
Road Wanadongri Nagpur Maharashtra India, Maharashtra, 441110","MBBS","Open","General","24","Upgraded",""
